service_id,date,exception_type
12940,20191226,2
12936,20200101,1
12936,20190311,1
12936,20190501,1
12936,20190624,1
12936,20190706,1
12936,20190815,1
12936,20191101,1
12936,20191224,1
12936,20191225,1
12936,20191226,1
12838,20200101,2
12838,20190311,2
12838,20190501,2
12838,20190624,2
12838,20190706,2
12838,20190815,2
12838,20191101,2
12838,20191224,2
12838,20191225,2
12838,20191226,2
12837,20200101,2
12837,20190311,2
12837,20190501,2
12837,20190624,2
12837,20190706,2
12837,20190815,2
12837,20191101,2
12837,20191224,2
12837,20191225,2
12837,20191226,2
12839,20200101,1
12839,20190311,1
12839,20190501,1
12839,20190624,1
12839,20190706,1
12839,20190815,1
12839,20191101,1
12839,20191224,1
12839,20191225,1
12839,20191226,1
12551,20200101,2
12551,20190311,2
12551,20190501,2
12551,20190624,2
12551,20190706,2
12551,20190815,2
12551,20191101,2
12551,20191224,2
12551,20191225,2
12551,20191226,2
12218,20200101,2
12218,20190311,2
12218,20190501,2
12218,20190624,2
12218,20190706,2
